Star ,RA,Dec,Vmag,Bmag,Umag
17309,  -6.146,  36.546,18.747,19.273,19.103
17313,  -4.365,  38.380,18.254,18.924,18.887
17317,   3.416,  46.216,18.216,18.860,18.901
17341,  20.948,  64.023,17.922,18.589,18.618
17344,   2.171,  45.277,18.841,19.356,19.261
17346,  18.301,  61.434,18.489,19.056,19.027
17348,  -6.438,  36.709,18.993,19.537,19.416
17359,  -3.520,  39.787,18.844,19.425,19.244
17363,  22.630,  65.979,18.349,19.006,18.961
17390,  15.496,  59.182,18.495,19.159,19.043
17396,  45.115,  88.801,18.582,19.149,19.077
17402,  11.263,  55.186,17.574,18.288,18.287
17406,  45.195,  89.074,18.786,19.355,19.206
17413,  -4.167,  39.909,18.576,19.175,19.071
17434,   7.184,  51.583,18.960,19.453,19.388
17438,  -4.714,  39.681,18.374,19.048,18.927
17441,  15.824,  60.272,17.853,18.545,18.520
17463,   7.566,  52.232,16.165,16.947,17.057
17485,  -3.803,  41.111,15.996,16.109,16.460
17494,  -4.057,  40.949,18.383,18.933,18.832
17500,   2.064,  47.173,18.858,19.172,19.144
17511,  -5.618,  39.603,18.508,19.101,19.035
17520,  21.191,  66.548,15.953,16.734,16.919
17523,  16.864,  62.281,18.785,19.334,19.245
17551,  34.314,  80.098,16.053,16.156,16.540
17552,  -5.789,  40.043,18.976,19.436,19.346
17570,  -5.179,  40.883,18.931,19.507,19.371
17585,  -1.343,  44.863,18.933,19.409,19.344
17597,  -2.653,  43.729,18.981,19.484,19.368
17599,  -5.527,  40.865,18.104,18.820,18.748
17616,  -3.511,  43.146,18.093,18.783,18.714
17619,  -6.024,  40.638,18.792,19.337,19.181
17639,  18.322,  65.332,18.692,19.260,19.188
17648,   7.393,  54.538,18.970,19.553,19.441
17649,   2.343,  49.489,18.635,19.205,19.083
17655,  -6.027,  41.209,18.713,19.277,19.182
17677,  29.971,  77.479,17.137,17.849,17.935
17720,  24.995,  73.134,18.853,18.742,18.119
17721,  -2.396,  45.762,17.617,18.301,18.316
17724,  21.657,  69.870,14.001,14.892,15.444
17733,  -3.553,  44.751,18.454,19.075,18.957
17745, -10.008,  38.429,18.963,19.349,19.281
17749,  15.525,  64.119,18.364,19.079,18.971
17757,  -4.979,  43.715,15.954,16.146,16.482
17758,  -5.108,  43.589,17.832,18.458,18.356
17779,   5.185,  54.209,15.929,16.114,16.430
17820,  -5.825,  43.818,17.215,17.917,17.933
17823,   7.750,  57.440,17.244,17.959,18.005
17836,   2.411,  52.384,18.154,18.331,18.525
17851,  -9.051,  41.003,18.145,18.823,18.798
17860,  -7.704,  42.455,18.945,19.445,19.293
17873,  15.722,  66.132,18.572,19.131,19.110
17881, -10.934,  39.507,18.859,19.322,19.278
17902,  -5.518,  45.200,18.823,19.288,19.219
17906,  -7.068,  43.749,16.363,17.098,17.176
17911,   0.600,  51.474,18.536,19.129,19.085
17918, -10.339,  40.534,18.181,18.874,18.833
17937,  -8.090,  43.086,18.090,18.750,18.673
17939,  12.779,  64.011,16.528,17.246,17.377
17941, -10.933,  40.257,18.611,19.222,19.084
17963,   8.010,  59.504,17.320,18.015,18.060
17977,   5.810,  57.520,18.776,19.201,19.124
18008,  11.624,  63.923,17.890,18.556,18.541
18013,  -8.621,  43.675,14.940,15.750,15.993
18016,  -2.457,  49.894,18.885,19.390,19.282
18025,   2.980,  55.424,14.585,15.432,15.778
18048,  -5.591,  47.296,17.069,17.807,17.867
18060,  -7.820,  45.216,18.973,19.468,19.340
18068,  -5.870,  47.223,18.095,18.729,18.684
18082,   8.114,  61.644,18.681,19.128,19.061
18127,   8.398,  62.423,18.056,18.705,18.693
18130,  -8.714,  45.311,17.179,17.897,17.921
18151,  25.799,  80.093,17.708,18.438,18.459
18161,  -2.591,  51.942,16.008,16.111,16.449
18169, -10.690,  43.904,18.897,19.374,19.236
18179, -11.684,  43.004,18.708,19.240,19.126
18180, -12.843,  41.850,18.452,19.056,19.018
18187,   4.210,  59.135,16.306,17.045,17.158
18190,  15.505,  70.517,18.774,19.308,19.280
18203,   0.206,  55.386,16.112,16.173,16.448
18232,  17.162,  72.774,18.983,19.477,19.400
18240,  -4.330,  51.340,18.588,19.175,19.091
18251,  22.860,  78.632,15.567,15.932,16.209
18261,   8.706,  64.691,18.748,19.296,19.230
18298,  26.558,  82.976,15.792,16.354,16.476
18335, -12.191,  45.035,18.839,19.316,19.244
18340,  -7.873,  49.454,16.021,16.516,16.666
18350,   9.808,  67.342,18.967,19.433,19.368
18363,   3.602,  61.393,17.741,18.421,18.443
18380,   4.601,  62.640,18.706,19.261,19.129
18393,  11.213,  69.471,16.075,16.173,16.483
18406, -12.594,  45.765,18.368,18.981,18.916
18424,   3.371,  62.069,18.096,18.880,19.165
18436,   0.325,  59.211,17.992,18.619,18.635
18444,   8.682,  67.683,18.235,18.881,18.855
18448,  -9.354,  49.665,17.146,17.148,16.817
18465,  17.109,  76.494,15.580,16.381,16.648
18485,   7.806,  67.569,17.702,18.387,18.391
18516,   7.646,  67.876,18.980,19.442,19.392
18533,  -5.431,  55.155,18.754,19.351,19.250
18534,  -0.605,  60.018,16.700,17.432,17.511
18539,  11.799,  72.466,18.932,19.455,19.337
18544,  10.869,  71.607,18.870,19.392,19.311
18569,  24.598,  85.676,18.939,19.422,19.369
18574,  24.230,  85.401,15.801,16.604,16.815
18578,  12.198,  73.513,18.761,19.244,19.204
18581, -10.933,  50.373,17.193,17.877,17.921
18602,   2.154,  63.957,18.801,19.306,19.223
18610,   0.451,  62.427,16.657,17.383,17.474
18612,  -2.509,  59.514,17.133,17.858,17.905
18620,  -8.950,  53.144,18.055,18.776,18.726
18623,  -2.054,  60.133,18.579,19.090,19.051
18635,   5.847,  68.179,18.032,18.684,18.690
18637, -16.484,  45.782,18.763,19.346,19.060
18645,  21.199,  83.640,17.566,18.246,18.307
18705,  13.561,  77.140,18.366,18.995,18.961
18707,   9.752,  73.394,17.665,18.380,18.431
18709,  18.933,  82.580,18.588,19.170,19.081
18725,  30.842,  94.619,18.824,19.418,19.313
18728,  32.161,  96.024,14.333,15.263,15.760
18731,   0.487,  64.585,18.875,19.442,19.298
18744,  -7.687,  56.528,18.227,18.902,18.849
18745, -16.200,  47.954,15.140,16.007,16.336
18756, -15.997,  48.452,18.006,18.699,18.671
18759,  18.072,  82.613,18.732,19.262,19.178
18762, -10.708,  53.941,18.680,19.212,19.119
18763,  13.479,  78.162,18.107,18.785,18.761
18786,  19.463,  84.530,18.058,17.996,17.412
18790,   3.165,  68.394,18.394,19.166,19.393
18819,  -7.742,  57.873,16.960,17.670,17.741
18853,  -5.828,  60.517,18.744,19.376,19.267
18856, -14.824,  51.556,15.930,16.136,16.448
18873,   8.935,  75.682,15.793,16.111,16.437
18932,  22.144,  89.713,17.079,17.805,17.856
18970, -16.697,  51.327,18.869,19.340,19.272
18971, -10.616,  57.482,17.459,18.150,18.184
19010,   5.744,  74.525,16.655,17.410,17.462
19011, -13.631,  55.084,18.646,19.217,19.074
19012, -15.789,  52.907,18.761,19.299,19.205
19028,  -1.842,  67.144,16.774,17.522,17.589
19049,  17.561,  87.015,18.601,19.209,19.126
19052,  28.461,  97.826,18.548,19.154,19.024
19059,  26.691,  96.171,18.898,19.371,19.329
19113,  27.107,  97.478,18.812,19.223,19.176
19122,  13.488,  84.220,15.989,16.137,16.502
19143, -20.400,  50.756,18.423,18.992,18.951
19148, -17.463,  53.904,18.778,19.309,19.197
19152,  18.519,  89.990,17.781,18.491,18.482
19156,  -8.057,  63.510,18.040,18.741,18.725
19170,   8.896,  80.726,18.287,18.894,18.914
19212, -15.353,  57.447,18.968,19.401,19.322
19221,   0.268,  73.390,18.569,19.131,19.047
19224,  -5.694,  67.441,15.945,16.071,16.417
19247, -18.920,  54.528,17.935,18.585,18.589
19251,  15.047,  88.605,18.738,19.236,19.172
19274, -19.600,  54.323,18.734,19.237,19.155
19349,  18.118,  93.791,18.063,18.739,18.720
19377,  11.556,  87.811,18.684,19.201,19.142
19389,  14.270,  90.736,18.724,19.280,19.210
19394,  -4.354,  72.313,17.058,17.804,17.832
19405,  -4.624,  72.236,18.496,19.051,18.994
19419,  18.721,  95.589,18.460,19.151,19.064
19424,  -3.495,  73.578,18.838,19.334,19.234
19449,  23.350, 100.840,18.993,19.508,19.400
19458, -12.546,  65.284,18.393,19.017,18.964
19469,   5.034,  83.106,18.865,19.388,19.283
19502, -23.382,  55.143,18.060,18.698,18.656
19515, -20.782,  58.114,16.255,17.017,17.141
19518, -12.300,  66.712,15.754,16.561,16.770
19520,  -5.963,  73.154,18.117,18.853,18.787
19543, -19.268,  60.129,17.973,18.644,18.565
19545,   0.399,  79.920,18.934,19.445,19.375
19549,   4.737,  84.326,15.779,16.552,16.793
19559,  -5.890,  73.899,17.848,18.478,18.500
19567,  -9.723,  70.215,17.604,18.315,18.318
19570,   0.656,  80.671,18.842,19.401,19.293
19596,  20.218, 100.737,17.083,17.794,17.869
19606, -17.947,  62.853,18.560,19.156,19.060
19616,   9.235,  90.211,15.956,16.373,16.574
19624, -21.646,  59.493,18.917,19.465,19.310
19681,  -0.425,  82.186,18.461,19.072,18.977
19686, -21.822,  60.839,17.648,18.322,18.324
19706,  32.831,  -5.078,16.508,17.227,17.336
19708,  42.045, -14.476,18.661,19.199,19.094
19717,  29.487,  -1.532,18.887,19.298,19.202
19727,  56.535, -28.899,18.699,19.365,19.259
19750,  52.146, -24.126,18.345,18.317,17.779
19752,  28.722,  -0.235,17.238,17.224,16.911
19758,  27.047,   1.569,18.793,19.327,19.167
19763,  26.785,   1.965,17.491,18.196,18.204
19775,  30.899,  -2.142,16.016,16.206,16.514
19790,  44.527, -15.913,18.656,19.164,19.054
19796,  30.684,  -1.721,18.169,18.782,18.769
19811,  61.390, -32.690,18.886,19.506,19.386
19820,  62.091, -33.345,17.916,18.613,18.590
19836,  28.119,   1.331,18.934,19.397,19.286
19840,  26.707,   2.837,18.832,19.382,19.251
19852,  58.051, -28.931,17.689,17.699,17.297
19864,  50.144, -20.803,18.943,19.402,19.375
19877,  32.606,  -2.801,18.313,18.964,19.012
19878,  39.556,  -9.901,15.304,16.158,16.373
19898,  57.713, -28.082,16.076,16.250,16.607
19904,  64.771, -35.052,18.844,19.344,19.270
19909,  58.049, -28.246,18.912,19.327,19.316
19931,  37.503,  -7.180,17.465,18.202,18.235
19934,  29.645,   0.929,16.346,17.086,17.229
19991,  55.601, -24.815,18.818,19.341,19.290
19993,  28.757,   2.534,18.219,18.834,18.810
20026,  36.427,  -4.893,16.548,17.291,17.403
20061,  41.651,  -9.862,18.300,18.950,18.956
20062,  54.184, -22.569,18.788,19.299,19.258
20067,  42.599, -10.745,18.687,19.205,19.153
20081,  42.551, -10.514,17.055,17.771,17.846
20087,  64.183, -32.297,16.631,17.377,17.468
20091,  28.429,   4.099,18.934,19.440,19.324
20097,  37.396,  -5.029,15.695,15.941,16.243
20098,  33.846,  -1.387,17.886,18.538,18.550
20105,  65.752, -33.630,18.837,19.343,19.232
20106,  30.498,   2.138,17.030,17.710,17.716
20118,  36.863,  -4.299,15.690,15.887,16.269
20119,  67.533, -35.314,17.492,18.197,18.206
20126,  54.445, -22.115,17.479,18.199,18.256
20129,  47.270, -14.846,18.790,19.369,19.256
20155,  28.497,   4.665,18.801,19.366,19.199
20158,  35.172,  -2.130,18.939,19.485,19.337
20166,  43.904, -10.992,15.786,16.597,16.792
20167,  37.706,  -4.667,18.163,18.799,18.775
20200,  28.232,   5.467,16.680,16.614,16.073
20202,  61.133, -27.987,17.171,17.858,17.945
20213,  44.961, -11.570,16.000,16.069,16.382
20224,  44.209, -10.600,18.953,19.398,19.378
20229,  45.063, -11.350,18.349,18.956,18.950
20231,  33.486,   0.492,13.367,14.572,15.287
20236,  31.859,   2.200,17.574,18.239,18.248
20242,  55.100, -21.424,17.000,17.691,17.780
20249,  61.088, -27.384,16.961,17.674,17.716
20268,  34.677,  -0.362,17.344,18.095,18.065
20273,  37.021,  -2.721,17.964,18.614,18.636
20284,  45.059, -10.854,18.479,19.063,18.986
20308,  43.246,  -8.698,17.998,18.695,18.611
20350,  55.460, -20.441,17.060,17.047,16.749
20357,  65.512, -30.471,18.841,19.304,19.235
20371,  52.032, -16.735,18.783,19.314,19.194
20372,  30.913,   4.806,18.788,19.347,19.222
20373,  42.672,  -7.221,18.646,19.264,19.173
20381,  30.022,   5.854,18.951,19.490,19.308
20392,  34.027,   1.809,18.925,19.366,19.284
20399,  32.755,   3.167,13.522,14.646,15.402
20419,  41.966,  -5.992,18.815,19.330,19.269
20429,  65.702, -29.919,18.665,19.276,19.173
20453,  63.240, -27.185,17.569,18.274,18.320
20457,  47.518, -11.216,18.802,19.270,19.200
20465,  30.551,   6.262,17.913,18.628,18.539
20483,  72.428, -35.986,16.132,16.905,17.098
20486,  65.480, -29.003,16.025,16.511,16.707
20538,  31.031,   6.685,15.641,15.868,16.176
20544,  32.767,   5.004,16.773,17.483,17.645
20565,  34.028,   3.967,18.289,18.916,18.863
20567,  39.183,  -1.303,17.276,18.037,18.102
20579,  46.289,  -8.385,17.338,18.047,18.112
20582,  43.216,  -5.190,18.384,19.078,19.040
20600,  42.977,  -4.707,18.779,19.337,19.256
20621,  33.689,   5.110,14.273,15.202,15.636
20632,  39.208,  -0.310,18.668,19.224,19.153
20641,  45.503,  -6.640,18.832,19.416,19.339
20653,  50.841, -11.957,14.659,15.575,16.029
20665,  71.444, -32.555,17.618,18.323,18.346
20680,  48.715,  -9.458,18.990,19.458,19.381
20690,  44.506,  -5.049,17.289,17.985,17.947
20696,  58.476, -19.109,18.824,19.331,19.247
20708,  49.286,  -9.695,18.964,19.538,19.412
20715,  34.614,   5.380,17.664,18.307,18.328
20734,  60.045, -20.306,15.951,16.066,16.450
20747,  32.043,   8.282,18.541,19.186,19.079
20751,  35.535,   4.781,18.358,19.040,18.970
20757,  45.607,  -5.443,17.534,18.216,18.276
20760,  35.127,   5.338,18.245,18.879,18.834
20779,  35.620,   5.087,18.548,19.131,19.092
20795,  75.473, -35.050,18.538,19.035,18.926
20800,  40.225,   0.660,18.382,19.028,18.937
20808,  71.453, -30.871,18.918,19.450,19.285
20830,  42.821,  -1.591,16.040,16.544,16.705
20832,  42.584,  -1.300,18.736,19.299,19.205
20844,  33.406,   8.243,18.323,18.918,18.844
20853,  57.814, -16.493,18.983,19.505,19.432
20858,  46.990,  -5.413,18.378,19.358,19.353
20863,  33.445,   8.464,18.147,18.294,18.383
20880,  42.874,  -0.968,18.850,19.355,19.314
20889,  43.202,  -1.085,17.514,17.514,17.132
20898,  73.461, -31.638,18.629,19.238,19.160
20920,  37.583,   4.970,18.650,19.230,19.109
20940,  61.809, -19.429,17.801,18.425,18.431
20941,  34.884,   7.948,18.807,19.330,19.168
20950,  33.414,   9.544,17.905,17.918,17.407
20961,  56.387, -13.745,16.560,17.292,17.349
20969,  49.268,  -6.449,18.238,18.779,18.723
20982,  61.540, -18.743,17.770,18.466,18.478
20986,  46.077,  -3.045,18.559,19.468,19.509
20993,  57.376, -14.459,18.895,19.426,19.332
20997,  69.952, -27.053,18.176,18.885,18.864
21000,  36.208,   7.205,17.199,17.934,17.954
21005,  62.205, -19.193,17.916,18.615,18.612
21008,  61.129, -18.095,18.940,19.421,19.361
21016,  33.213,  10.388,18.658,19.229,19.064
21018,  44.342,  -0.965,18.723,19.316,19.189
21030,  37.911,   5.749,18.558,19.153,19.045
21039,  41.660,   2.170,16.014,16.811,16.977
21041,  44.686,  -0.887,18.328,19.032,19.009
21063,  60.964, -17.171,18.741,19.304,19.229
21082,  36.127,   8.473,17.843,18.584,18.594
21133,  70.098, -25.202,18.832,19.349,19.234
21136,  76.827, -31.937,18.838,19.428,19.427
21151,  69.000, -23.972,18.250,18.902,18.870
21159,  57.840, -12.546,17.349,18.030,18.021
21162,  47.213,  -1.703,18.444,19.101,19.060
21187,  56.535, -10.871,17.023,17.756,17.793
21188,  50.937,  -5.180,18.142,18.878,18.871
21195,  37.570,   8.490,18.588,19.222,19.109
21208,  34.752,  11.596,16.229,17.022,17.123
21211,  36.743,   9.579,17.808,17.751,17.279
21227,  50.958,  -4.727,17.231,17.947,17.956
21243,  40.623,   6.001,18.630,19.300,19.176
21265,  52.269,  -5.682,18.857,19.395,19.246
21284,  65.989, -19.369,18.958,19.524,19.414
21286,  66.729, -20.089,16.736,16.774,16.561
21299,  45.461,   1.681,18.806,19.374,19.283
21324,  49.317,  -1.904,18.758,19.371,19.322
21328,  51.517,  -4.084,15.009,15.823,16.071
21338,  42.906,   4.863,16.580,17.326,17.427
21351,  52.786,  -4.996,18.719,19.381,19.203
21363,  85.939, -38.162,18.822,19.390,19.272
21365,  75.290, -27.414,18.891,19.353,19.233
21366,  43.921,   4.375,18.589,19.183,19.089
21375,  45.110,   3.276,17.409,18.118,18.232
21378,  64.555, -16.404,15.967,16.453,16.648
21395,  68.828, -20.464,18.789,19.337,19.233
21414,  85.729, -37.229,16.056,16.833,17.010
21424,  78.210, -29.572,18.847,19.416,19.265
21445,  42.036,   7.404,17.920,18.649,18.624
21457,  46.803,   2.673,18.187,18.714,18.582
21465,  46.529,   3.148,18.188,18.898,18.854
21485,  76.782, -27.179,16.716,17.460,17.523
21499,  49.869,   0.308,18.928,19.405,19.372
21501,  43.245,   7.069,17.367,18.060,18.095
21508,  60.838, -10.765,18.866,19.464,19.388
21515,  63.395, -13.230,16.610,17.383,17.471
21517,  47.188,   3.220,18.744,19.268,19.234
21527,  37.946,  12.810,16.839,17.574,17.677
21529,  83.885, -33.666,18.868,19.431,19.305
21535,  61.410, -10.917,17.894,18.612,18.590
21539,  40.096,  10.849,18.132,18.830,18.806
21551,  68.783, -18.113,17.993,18.677,18.719
21552,  41.183,   9.894,15.405,16.005,16.191
21554,  61.855, -11.050,18.858,19.411,19.275
21562,  63.990, -13.096,17.321,18.036,18.079
21567,  87.025, -36.194,16.804,17.524,17.554
21575,  53.566,  -2.388,17.715,18.334,18.334
21595,  38.502,  13.197,18.731,19.311,19.237
21597,  60.984,  -9.664,18.913,19.429,19.371
21598,  73.559, -22.322,17.994,18.673,18.630
21606,  57.024,  -5.562,18.889,19.498,19.412
21628,  58.328,  -6.337,17.596,18.274,18.288
21634,  46.055,   6.197,18.390,18.767,18.848
21639,  37.638,  14.842,17.381,18.094,18.106
21645,  37.895,  14.687,16.403,17.187,17.258
21653,  46.452,   6.036,17.468,18.173,18.215
21659,  61.760,  -9.412,17.251,18.010,18.018
21686,  49.647,   3.279,17.807,18.537,18.524
21704,  40.592,  12.725,18.278,18.863,18.745
21716,  59.406,  -6.207,18.761,19.369,19.269
21731,  39.204,  14.679,17.170,17.201,16.888
21736,  39.989,  13.916,18.145,18.164,17.641
21740,  54.391,  -0.697,18.351,19.100,18.996
21744,  49.571,   4.272,18.741,19.268,19.186
21769,  50.675,   3.506,18.150,18.839,18.789
21783,  59.406,  -5.189,18.631,19.209,19.148
21795,  53.197,   1.215,18.859,19.472,19.360
21801,  41.663,  13.054,18.910,19.433,19.331
21804,  61.005,  -6.557,18.927,19.553,19.427
21812,  81.198, -26.745,17.876,18.614,18.537
21829,  46.772,   8.355,17.625,18.320,18.311
21831,  50.018,   5.081,18.624,19.174,19.172
21846,  73.111, -18.076,18.769,19.387,19.276
21873,  81.625, -26.317,17.943,18.601,18.575
21898,  42.369,  13.903,18.977,19.541,19.389
21902,  57.443,  -1.368,18.640,19.187,19.145
21917,  49.061,   7.399,17.292,17.988,18.033
21930,  57.517,  -0.955,18.458,19.127,19.036
22010,  48.048,   9.934,18.029,18.691,18.681
22049,  51.812,   6.715,18.681,19.266,19.156
22056,  61.345,  -2.860,18.818,19.346,19.234
22058,  71.975, -13.601,18.673,19.254,19.192
22061,  55.860,   2.784,15.587,15.875,16.255
22076,  50.701,   8.202,18.960,19.463,19.348
22095,  48.144,  11.135,18.550,19.199,19.076
22113,  93.227, -34.075,18.178,18.804,18.784
22120,  56.286,   3.390,17.599,17.612,17.186
22128,  51.617,   8.242,14.599,15.535,15.912
22135,  49.532,  10.526,17.347,18.088,18.068
22136,  78.556, -18.861,18.355,18.947,18.962
22152,  85.522, -25.614,17.638,18.298,18.334
22178,  83.056, -22.552,18.033,18.683,18.634
22190,  65.044,  -4.252,15.993,16.209,16.546
22217,  44.087,  17.650,18.657,19.249,19.159
22220,  71.069,  -9.682,17.778,18.492,18.454
22267,  50.420,  11.979,18.667,19.279,19.174
22270,  58.161,   4.138,15.914,16.401,16.558
22271,  92.734, -30.771,15.598,16.438,16.737
22277,  50.129,  12.394,18.005,18.763,18.770
22313,  46.040,  17.168,18.997,19.589,19.393
22319,  51.418,  11.817,18.588,19.207,19.117
22334,  60.482,   2.853,18.937,19.384,19.373
22367,  44.571,  19.777,16.161,16.963,17.073
22374,  43.831,  20.747,18.289,18.921,18.850
22376,  63.377,   0.941,16.208,17.000,17.128
22389,  61.766,   2.761,18.964,19.497,19.393
22404,  48.797,  16.247,18.366,18.955,18.900
22414,  52.063,  13.132,18.687,19.283,19.169
22417,  93.796, -29.003,14.223,15.150,15.666
22458,  80.795, -14.852,17.416,18.141,18.152
22463,  51.603,  14.822,18.466,19.081,19.071
22475,  92.346, -26.244,18.625,19.196,19.055
22478,  47.518,  19.150,15.997,16.224,16.539
22488,  54.288,  12.418,18.993,19.559,19.434
22498,  54.679,  12.243,18.974,19.546,19.415
22510,  49.606,  17.558,15.057,15.914,16.231
22515,  53.292,  13.955,18.695,19.310,19.263
22525,  63.743,   3.617,18.791,19.273,19.236
22550,  57.081,  10.946,17.305,18.001,18.066
22556,  48.163,  20.149,15.759,16.567,16.723
22568,  46.288,  22.342,18.753,19.338,19.249
22599,  76.335,  -7.492,18.697,18.928,19.021
22651,  54.703,  15.400,18.617,18.952,18.991
22653,  93.613, -23.918,18.817,19.332,19.214
22666,  70.203,   0.004,16.306,16.382,16.646
22693,  58.610,  12.468,18.779,19.275,19.156
22750,  69.156,   2.993,16.546,16.690,16.652
22759,  54.680,  17.926,18.085,18.757,18.744
22762,  79.660,  -7.318,16.208,16.729,16.847
22782,  84.363, -11.646,16.143,16.220,16.563
22800,  73.881,  -0.684,18.703,19.264,19.218
22827,  74.346,  -0.669,18.627,19.290,19.229
