Star ,RA,Dec,Vmag,Bmag,Umag
11920,  33.861,  20.689,16.224,16.985,17.138
11922,  33.170,  20.012,18.055,18.632,18.651
11941,  30.549,  17.599,18.477,19.074,19.047
11957,  25.766,  13.053,18.977,19.459,19.417
11976,  21.474,   9.020,18.976,19.460,19.347
11977,  23.489,  11.023,14.781,15.663,15.994
11979,  33.498,  20.938,18.126,18.572,18.510
11988,  45.235,  32.696,18.862,19.357,19.274
12007,  31.042,  18.843,18.829,19.365,19.283
12020,  66.586,  54.538,18.684,19.257,19.191
12022,  22.177,  10.241,17.690,18.394,18.371
12026,  44.110,  32.024,18.859,19.358,19.286
12032,  30.025,  18.112,17.946,18.625,18.625
12037,  21.336,   9.603,18.650,19.152,19.169
12038,  21.426,   9.700,18.900,19.551,19.133
12042,  48.075,  36.174,16.046,16.199,16.556
12054,  23.377,  11.730,18.089,18.814,18.749
12061,  34.496,  22.788,18.787,19.321,19.220
12091,  65.483,  54.042,15.822,16.675,16.919
12095,  28.839,  17.434,18.947,19.389,19.299
12109,  20.080,   8.917,15.494,16.330,16.512
12115,  26.784,  15.597,18.264,18.810,18.745
12116,  44.324,  33.059,18.956,19.470,19.344
12119,  41.329,  30.087,18.606,19.218,19.128
12127,  38.971,  27.817,18.668,19.223,19.147
12135,  26.579,  15.576,18.629,19.215,19.154
12138,  20.097,   9.241,18.406,19.034,18.965
12149,  24.559,  13.758,18.694,19.233,19.126
12158,  44.577,  33.739,18.849,19.409,19.270
12163,  30.052,  19.350,18.235,18.933,18.873
12170,  28.722,  18.091,18.626,18.805,18.833
12172,  43.055,  32.357,18.839,19.420,19.324
12177,  34.385,  23.800,18.276,18.264,17.707
12201,  30.566,  20.259,17.905,18.555,18.530
12206,  21.458,  11.280,18.956,19.412,19.354
12210,  21.853,  11.713,18.593,19.251,19.141
12220,  39.232,  29.016,16.824,17.580,17.648
12242,  24.202,  14.271,17.689,18.437,18.381
12256,  19.882,  10.107,18.787,19.454,19.240
12258,  21.115,  11.360,18.677,19.187,19.099
12269,  67.432,  57.778,18.277,18.977,18.912
12276,  65.707,  56.142,18.962,19.456,19.398
12289,  30.442,  20.971,17.238,17.941,18.034
12297,  25.255,  15.871,18.497,18.990,18.874
12302,  22.443,  13.131,18.851,19.376,19.239
12316,  20.622,  11.514,17.299,17.999,18.024
12328,  19.979,  10.969,17.809,18.458,18.444
12334,  18.663,   9.739,18.845,19.392,19.265
12336,  52.429,  43.343,18.451,19.019,19.014
12337,  35.829,  26.764,18.953,19.380,19.362
12353,  26.949,  18.107,17.846,18.535,18.535
12381,  20.952,  12.490,18.788,19.343,19.203
12415,  23.694,  15.530,18.121,18.788,18.739
12419,  24.047,  15.907,18.552,19.196,19.148
12431,  18.689,  10.713,18.972,19.477,19.350
12456,  58.513,  50.721,18.812,19.328,19.256
12467,  22.151,  14.520,17.315,18.069,18.142
12475,  26.870,  19.263,18.912,19.457,19.350
12476,  20.373,  12.860,17.124,17.821,17.809
12485,  45.745,  38.208,18.742,19.329,19.198
12493,  22.464,  15.126,17.500,18.212,18.145
12496,  26.648,  19.311,18.740,19.226,19.123
12522,  22.583,  15.536,18.957,19.423,19.330
12528,  53.810,  46.731,17.531,18.299,18.358
12529,  62.421,  55.398,18.184,18.857,18.857
12542,  17.627,  10.839,18.854,19.286,19.236
12574,  20.403,  13.899,18.948,19.601,19.448
12589,  30.777,  24.329,18.650,19.192,19.101
12598,  23.491,  17.180,16.845,17.576,17.672
12610,  33.676,  27.396,18.963,19.455,19.381
12614,  27.091,  20.900,17.978,18.641,18.631
12616,  25.576,  19.412,15.608,16.183,16.250
12620,  49.273,  43.043,17.972,18.676,18.671
12624,  20.916,  14.851,18.866,19.344,19.252
12626,  22.960,  16.883,18.647,19.235,19.093
12641,  61.173,  55.222,18.996,19.493,19.419
12643,  23.367,  17.474,18.140,18.850,18.753
12658,  34.776,  28.967,17.467,18.175,18.192
12694,  19.552,  14.131,18.860,19.379,19.260
12740,  36.301,  31.184,17.155,17.901,17.955
12741,  45.546,  40.414,18.976,19.419,19.385
12773,  23.243,  18.457,18.815,19.404,19.259
12809,  55.773,  51.240,18.558,19.189,19.125
12810,  16.677,  12.288,18.814,19.362,19.225
12854,  19.438,  15.418,18.770,19.359,19.206
12862,  21.748,  17.820,17.021,17.770,17.821
12865,  18.376,  14.526,17.750,18.377,18.401
12866,  37.624,  33.647,18.994,19.468,19.392
12871,  32.262,  28.336,18.550,19.148,19.052
12879,  21.272,  17.481,18.612,19.222,19.120
12882,  49.594,  45.759,18.675,19.249,19.157
12897,  27.105,  23.450,18.299,18.215,17.673
12911,  27.995,  24.461,17.506,18.221,18.254
12913,  18.799,  15.350,18.484,19.099,18.996
12924,  32.406,  29.009,17.884,18.558,18.576
12925,  34.375,  31.003,18.924,19.388,19.319
12946,  24.733,  21.682,18.840,19.384,19.295
12950,  30.514,  27.439,18.597,19.199,19.089
12958,  54.042,  51.047,17.343,17.293,16.953
12959,  16.458,  13.601,17.304,17.958,17.963
12962,  17.298,  14.472,17.773,18.321,18.247
12967,  16.752,  13.979,18.589,19.106,18.987
12968,  37.140,  34.230,18.612,19.179,19.147
12980,  21.395,  18.812,18.886,19.395,19.286
12981,  27.907,  25.280,18.514,19.044,18.900
12988,  17.228,  14.751,18.251,18.872,18.858
13001,  22.849,  20.426,18.825,19.430,19.305
13011,  38.861,  36.424,17.821,18.451,18.507
13028,  52.802,  50.588,18.942,19.417,19.416
13047,  23.838,  21.891,18.785,19.395,19.268
13050,  40.122,  38.151,18.932,19.444,19.357
13051,  29.983,  28.050,18.600,19.127,18.994
13069,  16.073,  14.362,18.806,19.326,19.167
13076,  38.637,  36.821,14.037,15.132,15.784
13078,  26.322,  24.582,18.763,19.427,19.581
13079,  37.102,  35.315,18.419,19.115,19.059
13094,  16.557,  15.010,18.741,19.198,19.112
13112,  16.111,  14.740,18.880,19.179,19.203
13115,  36.416,  34.977,18.747,19.325,19.180
13118,  60.471,  59.132,18.942,19.416,19.348
13158,  39.098,  38.071,18.393,19.035,18.988
13160,  34.860,  33.856,18.864,19.391,19.315
13162,  16.182,  15.313,18.997,19.507,19.402
13179,  30.240,  29.435,18.333,19.046,18.980
13201,  25.268,  24.712,18.825,19.354,19.263
13205,  18.841,  18.367,17.196,17.903,17.924
13211,  21.151,  20.711,18.647,19.187,19.103
13214,  15.003,  14.651,18.908,19.479,19.328
13226,  19.462,  19.179,17.315,17.297,16.955
13234,  18.387,  18.201,16.726,17.476,17.501
13236,  34.077,  33.802,18.985,19.439,19.400
13249,  34.353,  34.199,16.310,17.090,17.225
13290,  21.116,  21.417,18.682,19.267,19.147
13307,  17.649,  18.125,18.585,19.187,19.035
13308,  18.443,  18.932,17.831,18.511,18.457
13314,  15.974,  16.527,16.767,17.507,17.580
13322,  31.349,  31.891,18.706,19.227,19.158
13325,  62.328,  62.923,15.342,16.178,16.424
13326,  28.975,  29.537,15.807,16.288,16.440
13335,  14.483,  15.222,18.996,19.449,19.315
13337,  22.250,  22.945,15.422,16.263,16.493
13340,  15.568,  16.321,16.467,17.205,17.329
13343,  29.501,  30.188,17.877,18.515,18.537
13394,  28.881,  30.031,18.124,18.315,18.454
13407,  35.503,  36.768,18.870,19.695,19.495
13408,  34.468,  35.737,18.947,19.372,19.289
13411,  14.243,  15.681,16.133,16.905,17.039
13436,  31.932,  33.509,18.495,18.961,18.891
13442,  14.117,  15.854,17.825,18.487,18.367
13446,  15.473,  17.228,18.876,19.904,19.398
13448,  34.538,  36.200,18.904,19.405,19.286
13449,  13.774,  15.562,16.328,17.088,17.179
13458,  17.982,  19.776,18.949,19.357,19.255
13490,  14.312,  16.403,18.740,19.337,19.200
13493,  57.338,  59.370,17.949,18.597,18.617
13498,  58.424,  60.503,17.235,17.971,17.978
13506,  42.409,  44.535,18.919,19.468,19.376
13520,  23.568,  25.876,18.462,19.018,18.985
13521,  23.816,  26.124,17.561,18.245,18.274
13525,  21.518,  23.866,17.865,18.566,18.578
13527,  62.058,  64.410,18.675,19.215,19.134
13529,  27.298,  29.642,17.794,18.390,18.378
13541,  27.399,  29.889,18.278,18.809,18.722
13545,  25.018,  27.585,18.309,18.990,18.917
13549,  59.489,  62.102,16.216,17.003,17.144
13557,  27.163,  29.866,18.930,19.373,19.312
13564,  21.246,  24.042,15.990,16.263,16.555
13567,  31.430,  34.205,17.325,18.016,18.053
13579,  35.837,  38.692,17.824,18.525,18.540
13591,  22.491,  25.502,18.806,19.333,19.172
13595,  27.272,  30.297,18.270,18.943,18.878
13603,  13.212,  16.376,18.503,19.055,18.886
13604,  33.166,  36.223,18.868,19.359,19.260
13611,  12.806,  16.067,17.204,17.860,17.860
13630,  16.873,  20.278,18.947,19.387,19.254
13636,  55.975,  59.383,17.479,17.485,17.104
13639,  21.417,  24.902,18.690,19.235,19.134
13642,  18.501,  22.032,18.571,18.563,17.982
13662,  29.691,  33.381,18.855,19.391,19.377
13665,  13.690,  17.489,17.031,17.025,16.694
13667,  18.435,  22.224,18.438,19.123,18.884
13674,  16.287,  20.160,18.751,19.318,19.224
13680,  17.605,  21.530,18.280,18.953,18.929
13681,  24.290,  28.174,18.618,19.185,19.105
13700,  16.484,  20.542,17.778,17.802,17.261
13717,  14.643,  18.890,18.243,18.925,18.877
13725,  30.879,  35.119,18.592,19.240,19.199
13732,  15.107,  19.489,18.660,19.258,19.105
13745,  30.562,  34.956,18.753,19.299,19.228
13758,  13.602,  18.239,18.503,19.179,19.134
13767,  37.324,  41.926,15.881,16.072,16.426
13784,  17.724,  22.604,18.514,19.116,18.992
13791,  33.390,  38.276,18.591,19.134,19.090
13793,  39.672,  44.554,16.182,16.626,16.794
13796,  25.125,  30.056,18.710,19.216,19.093
13798,  51.048,  55.961,17.938,18.623,18.643
13806,  20.766,  25.826,16.020,16.791,16.976
13825,  19.768,  25.112,18.534,19.182,19.077
13828,  12.657,  18.099,16.851,17.622,17.623
13832,  37.990,  43.342,17.388,17.381,16.991
13836,  15.089,  20.587,17.800,17.762,17.293
13839,  14.723,  20.232,18.650,19.263,19.141
13862,  19.774,  25.482,18.937,19.544,19.382
13878,  25.639,  31.428,17.823,18.537,18.515
13880,  20.745,  26.579,17.698,18.393,18.340
13887,  20.452,  26.324,18.943,19.498,19.375
13896,  17.704,  23.633,17.319,18.006,18.025
13908,  16.578,  22.605,17.133,17.872,17.933
13926,  63.704,  69.955,18.323,18.998,18.953
13929,  38.456,  44.660,18.669,19.239,19.212
13934,  19.360,  25.670,17.778,18.485,18.489
13957,  38.711,  45.179,17.628,18.346,18.369
13961,  15.609,  22.213,18.735,19.165,19.072
13969,  15.873,  22.521,18.477,19.166,19.005
13974,  13.675,  20.392,18.638,19.703,19.583
13983,  25.926,  32.638,16.635,16.618,16.427
13984,  15.993,  22.758,18.237,18.898,18.804
13997,  18.880,  25.740,18.906,19.430,19.307
13998,  21.510,  28.356,18.839,19.367,19.310
14001,  10.898,  17.823,15.637,16.460,16.651
14003,  22.174,  29.037,17.768,17.756,17.222
14013,  14.109,  21.107,14.044,15.044,15.590
14028,  11.231,  18.404,18.972,19.523,19.384
14030,  28.183,  35.280,18.793,19.219,19.171
14036,  17.431,  24.670,15.176,16.033,16.314
14061,  18.888,  26.351,18.024,18.667,18.656
14064,  17.810,  25.380,17.160,17.870,17.895
14083,  12.209,  19.914,18.226,18.853,18.797
14100,  11.548,  19.454,17.354,18.026,18.055
14141,  34.292,  42.588,18.742,19.056,19.156
14146,  20.943,  29.385,15.952,16.712,16.856
14159,  57.496,  66.037,16.754,17.500,17.608
14166,  13.891,  22.544,18.673,19.253,19.068
14171,  13.328,  22.034,16.105,16.184,16.504
14172,  15.963,  24.661,15.865,16.646,16.800
14174,  10.954,  19.714,18.902,19.453,19.327
14188,  11.709,  20.575,18.649,19.237,19.144
14193,  36.510,  45.331,14.739,15.638,16.046
14199,  15.641,  24.617,17.031,17.747,17.626
14201,  12.299,  21.312,18.927,19.379,19.291
14204,  26.802,  35.758,18.822,19.292,19.249
14223,  18.425,  27.675,18.395,19.041,18.945
14224,  19.949,  29.196,18.439,19.039,18.996
14225,  13.460,  22.750,15.133,15.874,16.063
14230,  32.029,  41.313,17.761,18.480,18.515
14262,  16.157,  25.798,18.723,19.361,19.104
14264,  14.025,  23.690,17.954,18.706,18.605
14268,  33.347,  42.972,18.575,19.196,19.084
14280,  14.064,  23.910,18.166,18.771,18.689
14281,   9.630,  19.517,18.118,18.775,18.693
14287,  17.883,  27.817,15.750,16.581,16.744
14291,  15.527,  25.504,14.704,14.655,13.610
14301,  14.146,  24.249,18.762,19.283,19.182
14304,  13.454,  23.591,18.726,19.241,19.132
14306,  58.302,  68.418,18.426,19.069,19.063
14308,  10.965,  21.148,18.986,19.464,19.349
14324,  49.902,  60.090,17.539,17.508,17.050
14335,  11.157,  21.556,18.576,19.132,19.060
14341,  11.565,  22.003,18.979,19.481,19.407
14345,  49.946,  60.347,18.713,19.232,19.132
14358,  25.120,  35.669,18.390,19.064,18.941
14365,   9.763,  20.441,17.056,17.795,17.835
14367,  10.002,  20.704,18.929,19.424,19.344
14373,   8.869,  19.672,18.800,19.345,19.190
14387,  36.536,  47.377,17.907,18.588,18.606
14395,  16.401,  27.390,18.262,18.839,18.705
14403,  14.980,  26.042,18.474,19.499,18.437
14409,  16.476,  27.558,18.942,19.396,19.327
14410,  30.716,  41.754,18.575,19.149,19.087
14421,  14.395,  25.603,18.646,19.192,18.979
14435,   8.812,  20.185,18.893,19.388,19.323
14442,  11.475,  22.893,17.554,18.245,18.204
14476,  12.607,  24.397,17.600,18.287,18.270
14479,  44.471,  56.240,18.818,19.391,19.368
14488,  20.628,  32.601,17.625,18.471,18.258
14495,  20.707,  32.706,16.670,17.365,17.532
14503,  41.558,  53.617,17.151,17.846,17.925
14505,  12.769,  24.908,17.100,17.823,17.825
14519,  22.384,  34.581,16.111,16.887,17.016
14520,  30.198,  42.399,16.095,16.882,17.043
14526,  12.072,  24.371,15.194,16.070,16.293
14545,  12.407,  24.902,18.328,18.994,18.920
14550,  32.663,  45.148,17.082,17.834,17.823
14557,  49.931,  62.561,18.092,18.685,18.603
14576,   9.401,  22.319,16.885,16.871,16.715
14591,  14.574,  27.606,17.023,17.767,17.789
14594,  10.685,  23.749,18.968,19.512,19.366
14608,   8.598,  21.839,17.746,18.412,18.434
14616,  23.866,  37.104,17.040,17.778,17.853
14629,  42.827,  56.209,18.015,18.677,18.681
14631,  40.109,  53.497,18.733,19.329,19.300
14637,  15.483,  29.028,18.584,19.176,19.040
14650,   9.079,  22.831,17.995,18.700,18.636
14651,  48.089,  61.784,16.693,17.414,17.554
14656,  44.266,  57.982,18.808,19.451,19.350
14660,  12.756,  26.588,14.795,15.692,16.033
14663,  14.698,  28.548,18.999,19.500,19.394
14667,  10.168,  24.077,14.443,15.276,15.635
14676,  32.342,  46.243,16.855,16.870,16.789
14678,  53.322,  67.238,18.754,19.305,19.199
14692,   9.925,  24.104,17.274,17.924,18.054
14711,  12.575,  26.955,17.236,17.213,16.843
14726,  14.725,  29.312,18.960,19.509,19.306
14727,  35.429,  49.963,15.863,16.686,16.851
14730,   7.997,  22.629,17.803,18.434,18.386
14740,  12.855,  27.548,17.553,17.571,17.114
14789,  41.057,  56.072,15.304,16.160,16.448
14804,  40.168,  55.344,18.994,19.508,19.440
14821,  17.003,  32.415,18.548,19.020,18.979
14823,  29.593,  44.985,18.055,18.714,18.685
14826,  11.383,  26.838,18.864,19.371,19.269
14831,   9.761,  25.261,15.047,15.905,16.199
14839,   9.136,  24.728,18.560,19.170,19.116
14845,  31.630,  47.205,18.094,18.767,18.756
14847,   6.607,  22.288,18.975,19.523,19.371
14852,  36.110,  51.734,18.638,18.618,17.990
14857,   8.743,  24.465,18.980,19.518,19.511
14873,  13.562,  29.433,18.313,18.924,18.897
14901,  25.681,  41.705,18.250,18.993,18.916
14905,  13.532,  29.648,17.662,18.361,18.356
14914,  33.070,  49.261,18.721,19.278,19.179
14921,   9.276,  25.609,16.358,17.071,17.184
14925,  12.134,  28.480,18.762,19.317,19.180
14942,  24.841,  41.315,17.712,17.779,17.278
14945,  20.116,  36.615,17.787,18.447,18.467
14950,  35.938,  52.469,18.804,19.362,19.187
14958,  43.429,  60.040,18.592,19.183,19.062
14962,   8.119,  24.835,18.919,19.390,19.321
14972,  12.148,  28.966,18.744,19.285,19.245
14975,  16.623,  33.452,18.876,19.389,19.318
14978,  27.405,  44.260,18.946,19.476,19.380
14980,  51.969,  68.842,18.796,19.279,19.233
14981,   6.203,  23.174,18.749,19.355,19.282
14984,  50.265,  67.181,18.891,19.512,19.383
15012,   6.279,  23.578,15.497,16.312,16.547
15015,  15.007,  32.287,18.736,19.177,19.178
15023,  22.722,  40.093,18.748,19.300,19.220
15046,   8.763,  26.307,17.403,18.039,18.044
15055,  13.387,  31.038,17.927,18.382,18.375
15061,   5.911,  23.637,18.327,18.978,18.909
15068,  55.670,  73.399,17.787,18.479,18.425
15075,  24.235,  42.026,17.383,17.353,16.991
15103,  46.894,  64.889,15.597,16.400,16.651
15110,  27.552,  45.633,18.715,19.275,19.337
15130,  39.180,  57.453,16.266,17.207,17.680
15155,  14.823,  33.345,17.579,18.242,18.218
15168,   9.953,  28.636,18.151,18.795,18.778
15170,   8.530,  27.221,15.947,16.122,16.446
15173,  16.282,  34.968,18.411,19.062,18.954
15175,   6.249,  25.038,17.750,17.817,17.330
15180,   7.926,  26.746,18.525,19.167,19.079
15201,  32.914,  51.885,18.730,19.294,19.207
15206,  53.417,  72.450,18.869,19.425,19.341
15210,   5.155,  24.287,16.711,16.694,16.529
15218,  35.721,  54.837,18.016,18.763,18.762
15221,  21.436,  40.600,18.741,19.344,19.259
15222,   4.852,  24.085,18.625,19.121,19.023
15244,  24.868,  44.286,18.941,19.414,19.369
15245,  38.243,  57.656,17.409,17.393,17.034
15247,  15.840,  35.295,18.521,19.179,19.119
15260,  12.741,  32.259,18.758,19.251,19.205
15265,  27.724,  47.278,15.142,16.028,16.307
15282,  15.628,  35.467,15.963,16.122,16.446
15287,  25.062,  44.924,18.612,19.167,19.106
15302,  23.453,  43.524,18.868,19.363,19.283
15303,  24.260,  44.366,18.450,19.118,19.041
15309,  36.663,  56.804,18.967,19.423,19.392
15318,  17.653,  37.933,18.708,19.318,19.194
15319,  17.251,  37.546,18.405,19.069,19.012
15326,   4.860,  25.257,15.968,16.142,16.448
15327,   5.528,  25.923,18.670,19.213,19.150
15338,  16.292,  36.785,18.732,19.219,19.180
15339,  14.181,  34.695,18.457,19.156,19.061
15344,  27.497,  48.065,15.237,15.988,16.186
15345,   6.047,  26.680,18.555,19.197,19.105
15350,   8.128,  28.780,18.968,19.428,19.303
15354,  29.681,  50.326,18.801,19.469,19.368
15356,  10.158,  30.900,18.990,19.474,19.363
15357,  33.110,  53.825,17.346,18.028,18.093
15359,  29.326,  50.087,13.215,14.333,15.199
15366,  12.151,  33.038,16.143,16.920,17.061
15371,  24.760,  45.665,17.034,17.764,17.820
15383,  20.226,  41.294,18.990,19.553,19.455
15386,  39.600,  60.662,18.637,19.235,19.109
15387,  29.947,  51.020,18.986,19.450,19.392
15398,  13.055,  34.289,18.886,19.341,19.288
15404,  23.083,  44.377,18.508,19.124,19.086
15424,  11.097,  32.706,17.460,18.155,18.150
15429,  50.526,  72.130,18.017,18.648,18.675
15436,  10.208,  31.911,18.713,19.242,19.111
15445,  16.564,  38.315,18.013,18.664,18.658
15453,  29.829,  51.613,18.699,19.310,19.210
15455,  15.461,  37.296,18.808,19.290,19.214
15460,  25.766,  47.614,18.059,18.757,18.734
15469,  24.476,  46.398,18.218,18.844,18.832
15482,   3.393,  25.528,18.616,19.085,18.958
15484,  24.226,  46.350,16.791,17.526,17.625
15489,  34.498,  56.646,18.751,19.311,19.258
15499,  47.249,  69.489,15.895,16.675,16.841
15505,  21.727,  44.035,17.619,18.289,18.340
15536,  33.946,  56.576,18.505,19.079,19.095
15539,  47.324,  69.986,18.951,19.376,19.327
15594,  36.262,  59.454,17.516,18.230,18.234
15623,  18.732,  42.202,18.682,19.164,19.067
15652,  18.935,  42.744,18.765,19.237,19.192
15664,   5.701,  29.676,14.248,15.210,15.602
15668,   4.980,  28.982,18.020,18.754,18.739
15671,  16.359,  40.384,15.863,16.651,16.792
15692,  21.038,  45.265,17.113,17.832,17.870
15729,  23.723,  48.341,18.961,19.429,19.381
15734,  31.823,  56.479,15.258,16.129,16.440
15738,   9.696,  34.405,18.425,18.957,18.932
15797,  24.395,  49.800,17.145,17.890,17.959
15806,   7.446,  33.009,17.702,18.343,18.319
15811,  19.473,  45.053,15.650,16.449,16.675
15816,   7.576,  33.265,17.785,18.362,18.263
15831,  16.799,  42.530,18.883,19.360,19.263
15834,  17.678,  43.430,18.441,18.899,18.810
15838,  38.564,  64.328,18.614,19.224,19.176
15856,  25.279,  51.241,18.746,19.290,19.184
15866,  41.725,  67.748,18.948,19.422,19.413
15881,   6.458,  32.710,18.647,19.203,19.112
15886,   2.340,  28.632,18.556,19.156,19.111
15892,  52.417,  78.710,16.834,17.569,17.659
15904,  25.866,  52.318,18.668,19.189,19.152
15909,   3.373,  29.898,18.382,18.979,18.951
15923,   0.890,  27.584,18.968,19.344,19.357
15931,   1.625,  28.409,17.354,18.041,17.998
15953,  43.410,  70.394,16.310,17.272,17.631
15964,   6.074,  33.228,18.590,19.361,19.570
15991,   0.646,  28.115,17.646,18.315,18.225
15995,   1.004,  28.505,15.694,16.094,16.327
15996,   1.913,  29.427,18.703,19.152,19.034
15998,  10.443,  37.981,18.176,18.863,18.815
16027,   3.645,  31.531,18.688,19.331,19.229
16030,   7.557,  35.462,16.963,16.985,16.776
16059,  17.063,  45.290,18.421,19.034,19.013
16074,  21.976,  50.355,17.418,18.140,18.166
16078,   2.111,  30.559,17.249,17.991,17.984
16086,   1.576,  30.108,18.829,19.381,19.291
16102,   1.648,  30.327,15.425,15.684,16.033
16123,   5.286,  34.268,18.980,19.464,19.350
16125,   1.572,  30.572,17.802,18.332,18.432
16131,   9.490,  38.552,17.373,18.075,18.093
16137,  30.678,  59.763,18.212,18.846,18.825
16139,   0.295,  29.420,18.455,19.157,19.051
16148,   9.698,  38.963,17.823,18.505,18.471
16154,  36.974,  66.238,18.675,19.205,19.191
16164,  39.331,  68.682,18.774,19.320,19.186
16178,   4.757,  34.356,18.883,19.372,19.292
16198,  23.245,  53.064,18.674,19.268,19.209
16205,   0.447,  30.346,18.909,19.343,19.288
16216,  -0.120,  29.898,14.648,15.523,15.838
16242,  30.079,  60.362,18.251,18.074,17.207
16245,   8.478,  38.802,17.920,17.857,17.325
16254,  50.946,  81.323,17.981,17.997,17.392
16259,  12.527,  42.999,16.683,17.403,17.438
16289,  37.597,  68.245,18.806,19.281,19.254
16328,  49.140,  80.340,17.899,18.632,18.630
16333,  11.114,  42.408,18.483,19.092,19.039
16335,  -0.795,  30.508,15.795,16.583,16.802
16355,  47.052,  78.578,18.096,18.808,18.739
16361,  19.219,  50.891,16.687,17.451,17.552
16371,   8.756,  40.570,16.948,17.674,17.752
16372,  48.502,  80.253,16.889,17.590,17.675
16383,  25.115,  57.051,17.669,18.332,18.373
16386,  11.113,  43.098,18.780,19.328,19.235
16390,  31.771,  63.760,18.656,19.195,19.172
16395,  46.494,  78.509,18.945,19.411,19.316
16409,   4.159,  36.309,18.735,19.297,19.174
16418,  -0.463,  31.729,18.424,19.042,18.938
16439,  12.730,  45.142,18.665,19.274,19.155
16459,  13.761,  46.356,17.994,18.718,18.733
16506,  11.376,  44.485,14.585,15.482,15.768
16515,   9.262,  42.457,18.314,18.945,18.849
16518,  16.704,  49.927,18.841,19.354,19.265
16578,  -1.812,  32.025,14.292,15.280,15.720
16584,  18.106,  52.006,18.110,18.751,18.783
16590,   0.604,  34.580,17.410,18.096,18.119
16601,   2.342,  36.456,18.642,19.160,19.103
16611,   6.255,  40.443,18.240,18.757,18.642
16613,   1.111,  35.306,18.931,19.453,19.313
16614,  21.560,  55.749,18.281,18.950,18.928
16626,   5.619,  39.900,18.759,19.234,19.208
16629,   3.313,  37.633,17.237,17.936,17.944
16633,  -1.888,  32.503,17.672,17.874,18.049
16634,   1.839,  36.237,18.308,18.908,18.865
16665,   3.881,  38.681,17.693,18.364,18.390
16689,   1.068,  36.091,17.296,18.003,17.953
16693,  22.275,  57.322,18.619,19.192,19.118
16694,  34.252,  69.275,18.852,19.349,19.321
16701,   0.880,  35.999,18.849,19.209,19.174
16705,  15.207,  50.403,16.537,16.609,16.622
16709,  28.206,  63.414,18.522,19.097,19.012
16718,  23.676,  58.966,18.679,19.182,19.104
16752,  44.307,  80.025,15.697,16.513,16.739
16756,   8.777,  44.611,18.898,19.336,19.264
16759,  32.571,  68.416,15.956,16.108,16.478
16761,  37.468,  73.319,17.140,17.123,16.794
16766,   4.717,  40.655,18.692,19.341,19.298
16769,  27.831,  63.765,18.386,19.028,19.000
16773,  28.086,  64.073,18.546,19.018,19.020
16774,  21.813,  57.856,15.503,16.353,16.634
16775,   9.643,  45.698,17.439,18.170,18.185
16785,  -3.307,  32.893,18.629,19.114,19.021
16792,  40.462,  76.671,16.131,16.211,16.521
16794,  37.546,  73.781,18.833,19.324,19.220
16804,  18.542,  54.921,16.116,16.426,16.676
16811,  30.099,  66.576,18.970,19.492,19.411
16821,   5.889,  42.511,18.310,18.952,18.916
16826,   9.658,  46.318,18.754,19.277,19.148
16835,  11.909,  48.684,18.896,19.412,19.319
16842,  11.413,  48.303,18.929,19.376,19.337
16854,  43.703,  80.627,18.714,19.224,19.136
16857,  44.876,  81.827,18.461,19.093,19.009
16865,   1.984,  39.100,15.669,15.980,16.225
16872,   1.447,  38.653,17.675,17.639,17.133
16877,   4.914,  42.173,18.564,19.124,19.023
16893,  -2.776,  34.649,18.974,19.528,19.395
16895,   5.744,  43.193,17.106,17.811,17.830
16905,  17.393,  55.034,15.906,16.105,16.454
16909,  15.539,  53.210,18.634,19.240,19.115
16937,   4.554,  42.552,18.928,19.512,19.341
16939,  21.135,  59.176,13.204,14.434,15.318
16940,  -1.990,  36.051,16.608,17.351,17.403
16943,  10.929,  48.997,18.410,18.957,18.885
16946,  26.029,  64.082,17.006,17.021,16.786
16951,  22.343,  60.447,18.828,19.308,19.223
16967,  13.422,  51.772,18.916,19.421,19.357
16979,  30.414,  68.921,15.359,16.201,16.447
16991,  -0.918,  37.749,16.800,17.527,17.543
17007,   2.169,  41.055,16.422,17.157,17.298
17009,   7.910,  46.834,18.084,18.701,18.690
17011,  26.993,  65.918,18.782,19.331,19.249
17017,  -2.023,  37.031,18.806,19.245,19.151
17028,   6.554,  45.733,16.033,16.129,16.469
17030,  -1.026,  38.147,18.998,19.380,19.315
17053,  -2.923,  36.553,16.070,16.479,16.634
17062,  27.305,  66.868,18.374,18.915,18.850
17063,  11.055,  50.653,18.341,18.980,18.927
17070,   0.652,  40.307,18.627,19.133,19.066
17087,   0.787,  40.706,17.985,18.648,18.602
17102,   6.659,  46.812,18.583,19.140,19.080
17134,   0.488,  41.002,14.293,15.214,15.697
17141,  -4.350,  36.268,17.689,18.383,18.365
17163,   0.305,  41.197,18.013,18.741,18.704
17167,  10.855,  51.810,16.747,17.541,17.592
17193,  -1.351,  39.953,17.779,18.459,18.489
17198,  19.334,  60.662,17.487,18.202,18.231
17208,  44.291,  85.667,16.399,17.160,17.266
17229,   5.208,  47.018,18.880,19.443,19.362
17249,  -3.677,  38.337,18.751,19.285,19.247
17251,  10.616,  52.671,18.989,19.457,19.374
17270,  13.333,  55.566,16.456,17.217,17.304
17273,  -3.775,  38.448,18.630,19.272,19.050
17283,  -3.130,  39.194,18.547,19.177,19.001
17302,  20.199,  62.811,18.761,19.265,19.207
17305,  44.339,  86.890,17.760,18.448,18.434
